"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","428","LVA","Latvia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20822.57261"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","430","LBR","Liberia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","878.5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","434","LBY","Libya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28986"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","40827.53188"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","16623.48978"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","446","MAC","Macao, China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1619.512"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","450","MDG","Madagascar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2726.421"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","454","MWI","Malawi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1006.600362"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","458","MYS","Malaysia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","299028.111909"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","462","MDV","Maldives","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","285.39"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","466","MLI","Mali","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5015.232"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","470","MLT","Malta","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3110.68373"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","478","MRT","Mauritania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4343"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","480","MUS","Mauritius","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1964.349729"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","494764.505"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","496","MNG","Mongolia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9247.1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","498","MDA","Moldova, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","3144.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","500","MSR","Montserrat","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8.344"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","504","MAR","Morocco","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","35843.067788"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","508","MOZ","Mozambique","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","5578.991156"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","512","OMN","Oman","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","44590.927"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","516","NAM","Namibia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","6696.081025"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","520","NRU","Nauru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","119"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","524","NPL","Nepal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1684.333"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","528","NLD","Netherlands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","836511.79387"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","531","CUW","Curaçao","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","302.09"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","533","ABW","Aruba, the Netherlands with respect to","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","127.709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","534","SXM","Sint Maarten","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","140.542"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","535","","Bonaire, Sint Eustatius and Saba","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1.129947"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","540","NCL","New Caledonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1695.559709"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","548","VUT","Vanuatu","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","53.846"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","554","NZL","New Zealand","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","44757.798578"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","558","NIC","Nicaragua","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6495.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","562","NER","Niger","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1210.933913"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","566","NGA","Nigeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","46932.387369"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","570","NIU","Niue","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0.771"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","578","NOR","Norway","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","160105.796854"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","580","MNP","Northern Mariana Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","6.18"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","583","FSM","Micronesia, Federated States of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","71"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","584","MHL","Marshall Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","80"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","585","PLW","Palau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1.951"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","586","PAK","Pakistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28319"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","591","PAN","Panama","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13161.121"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","598","PNG","Papua New Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10433.009"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","600","PRY","Paraguay","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10547.296493"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","604","PER","Peru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","59443.254151"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","608","PHL","Philippines","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","74617.568026"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","616","POL","Poland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","337908.38339"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","620","PRT","Portugal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","75181.03895"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","624","GNB","Guinea-Bissau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","214.596"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","626","TLS","Timor-Leste","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","615.541"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","634","QAT","Qatar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","87203.291"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","642","ROM","Romania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","87384.31821"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","493820"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","646","RWA","Rwanda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1530.124637"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","659","KNA","Saint Kitts and Nevis","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","49.5"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","660","AIA","Anguilla","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","14.054987"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","662","LCA","Saint Lucia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","59.056"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","666","SPM","Saint Pierre and Miquelon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4.953"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","670","VCT","Saint Vincent and the Grenadines","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34.304"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","678","STP","Sao Tomé and Principe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20.790921"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","276179.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","686","SEN","Senegal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5202.222"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","690","SYC","Seychelles","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","463.771751"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","694","SLE","Sierra Leone","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","697.023"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","457357.319235"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","103556.76514"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","704","VNM","Viet Nam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","335929.331266"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","705","SVN","Slovenia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","57351.94357"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","123571.631264"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","716","ZWE","Zimbabwe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6035.45"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","724","ESP","Spain","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","382992.52126"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","736","SDN","Sudan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4279.017"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","740","SUR","Suriname","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1513.206"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","748","SWZ","Eswatini","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2060"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","752","SWE","Sweden","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","189734.13456"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","756","CHE","Switzerland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","380193.736836"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","760","SYR","Syrian Arab Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","739.163"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","762","TJK","Tajikistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2149.6"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","764","THA","Thailand","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","272006.08"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","768","TGO","Togo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1349.970405"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","772","TKL","Tokelau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","0.175033"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","776","TON","Tonga","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","16.3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","780","TTO","Trinidad and Tobago","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8619"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","784","ARE","United Arab Emirates","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","425159.906"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","788","TUN","Tunisia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","16688.91073"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","792","TUR","Türkiye","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","225217.775514"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","795","TKM","Turkmenistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9211.57"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","796","TCA","Turks and Caicos Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4.101332"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","798","TUV","Tuvalu","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0.331"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","800","UGA","Uganda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4193.182836"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","68075"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","807","MKD","North Macedonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8185.664065"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","43626.21"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","826","GBR","United Kingdom","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","468177.244893"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","834","TZA","Tanzania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6390.540852"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","840","USA","United States of America","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1754300.367662"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","854","BFA","Burkina Faso","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5042.966"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","858","URY","Uruguay","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9539.193"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","860","UZB","Uzbekistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","14081.079638"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","862","VEN","Venezuela, Bolivarian Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3575"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","876","WLF","Wallis and Futuna Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","0.144387"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","882","WSM","Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28.837"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","887","YEM","Yemen","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","662"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","892","SRB","Serbia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","25563.526935"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","893","MNE","Montenegro","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","515.366651"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","894","ZMB","Zambia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","11141.115505"
